rest_id,name,address,rate,latitude,longitude,street food,mediterranean,homemade,italian,pasta,burger,mexican,salad,vegan,vegetarian,wraps,kosher,breakfast,sandwich,soup,french,hummus,dessert,bakery,sweets,steak,pizza,asian,meat,ice cream,smoothie,cafe,healthy,american,indian,fish,thai,kebab,sushi,japanese,bowl,kids
219,Fresh Bar | Ramat Gan,"Crinezi 36 Ramat Gan, Tel-Aviv",8.6,32.068424,34.824785,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,Puaa,"Rabbi Yochanan 8 Tel Aviv - Jaffa, Tel-Aviv",8.8,32.0525358,34.7563141,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
221,JAPO | B.S.R,"9 Forest Street, Bnei Brak, Tel-Aviv",8.6,32.084932,34.835226,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Hativonit J17,"Jeremiah 17, Tel-Aviv",8,32.094863,34.775886,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Shawarma Grill Street,"Bialik 77 Ramat Gan, Tel-Aviv",7.8,32.0854435,34.8110638,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,Tadam,"Rabbi Pinchas 11, Tel Aviv, Tel-Aviv",8,32.0528987,34.7562158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Piazza Grande,"Kalman Protects 5, Tel-Aviv",7.6,,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Mama Greg | Ayalon Mall,"Dad Hillel 301, Ramat Gan, Tel-Aviv",7.6,32.080045,34.822585,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Cafe Fresh | North TLV,"Aba Akhime'ir St 18, Tel-Aviv",7.4,32.1245216,34.8018283,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
228,Casino San Remo,"Comfort 2, Tel-Aviv",7.6,32.057842,34.766094,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Gelateria | North TLV,"Uri Zvi Greenberg 25, Tel-Aviv",8,32.1307046,34.7922211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,Café Shneor,"Pinsker 20, Tel-Aviv",8.4,32.0745105,34.7704799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,Fish and Chips Market,"Good day 7, Tel-Aviv",8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
232,Menashe Meats,"Mazuh 4, Tel Aviv, Tel-Aviv",8.4,32.074711,34.8435966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,Chicken Grill Dahan,"Paratroopers 7, Givatayim, Tel-Aviv",8,32.072176,34.808871,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,ALLE,"Lilienblum 39, Tel Aviv, Tel-Aviv",9,32.0626284,34.7725416,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235,Cafe Greg Kosher LaMehadrin | BSR,"Masada 7, Bnei Brak, Tel-Aviv",7.2,32.093684,34.8245878,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
236,Honey Lulu ??,"Yigal Alon 94, Tel-Aviv",8.8,32.0685272,34.7941568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,Pizzale,"Jabotinsky 12, Bnei Brak, Tel-Aviv",7.6,32.0909461,34.8241896,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Cafe Nimrod | Sarona,"David Elazar 12, Tel Aviv, Tel-Aviv",8.4,32.0725391,34.7882116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,Chef Be Levontin,"Levontin 1, Tel-Aviv",8.6,32.0614525,34.7738187,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Chachapuri Sisters,"Levinsky 52, Tel-Aviv",8.8,32.0593894,34.7734505,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Lieselotte Cafe,"Rinse 20, Tel Aviv, Tel-Aviv",9.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,Italkia BaTachana,"Ashkelon 5, Tel-Aviv",7,32.0589991,34.7614121,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Bechor and Shoshi | Bnei Brak,"Abu Hatzira Israel 10, Bnei Brak, Tel-Aviv",9.2,32.0585704,34.7795381,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Greco | Ouzeri,"Uri Zvi Greenberg 25, Tel-Aviv",7.8,32.1307046,34.7922211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Matoko Cookies & More,"Salomon 7, Tel-Aviv",8.8,32.0615449,34.7798188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Max Brenner | Sarona,"Kalman Protects 3, Tel Aviv, Tel-Aviv",8,32.049417,34.793313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Reviva & Celia Bakery,"Snifting 5, Tel Aviv, Tel-Aviv",9.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,HaMalabiya | Allenby,"Gedera 28, Tel-Aviv",8.4,32.0699907,34.7701602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Golda | Ben Yehuda,"Ben Yehuda 110, Tel-Aviv",9.2,32.0831387,34.7717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,Hummus Ha'achim | TLV,"Signs 20, Tel Aviv, Tel-Aviv",8.6,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,HaMalabiya | Florentin,"Washington Boulevard 15, Tel-Aviv",8.8,32.0561771,34.7696693,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Roladin | Bursa,"Dad Hillel 2, Ramat Gan, Tel-Aviv",9.6,32.080045,34.822585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,The Showroom Bakehouse | Dizengoff,"Dizengoff 298, Tel Aviv, Tel-Aviv",8.6,32.0941948,34.7769155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,McDonald's® Sarona,"Eliezer Kaplan 20, Tel Aviv, Tel-Aviv",7.4,32.0729974,34.7856562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,Golda | Dizengoff (Frishman),"Dizengoff 107, Tel Aviv, Tel-Aviv",8.4,32.0800888,34.7736884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,Golda | Midtown,"Menachem Begin 144 Tel Aviv, Tel-Aviv",9.2,32.0930882,34.8322718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,Golda | Dizengoff (Nordau),"Dizengoff 245, Tel-Aviv",8.6,32.0921593,34.7760428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,Vaniglia | Bazel,"Flower Ashroat 22, Tel-Aviv",9.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,Sabich Frishman | Pishpeshim,"Yehuda Margoza St 4, Tel-Aviv",8.4,32.0530856,34.7571736,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Roladin | Ben Yehuda,"Ben Yehuda 41, Tel-Aviv",9.2,32.0777982,34.7684074,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,HaMalabiya | HaPishpeshim,"Immigrants Zion 10, Tel Aviv, Tel-Aviv",9,32.0955686,34.7741875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Cafe Bucke | Ehad Ha'Am,"One of the people 91, Tel-Aviv",8,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,Vaniglia | Ramat Aviv,"Einstein 40, Ramat Aviv, Tel-Aviv",8.2,32.1122558,34.7959133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,Golda | Givatayim,"Borochov 54, Tel-Aviv",9.2,32.0710846,34.7779809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,Golda | Jabotinsky RG,"Zeev Jabutinsky 107, Ramat Gan, Tel-Aviv",9.2,32.0890193,34.8163119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,Golda | Derech Hashalom,"Through Peace 53 Givatayim, Tel-Aviv",9,32.072176,34.808871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,The Showroom Bakehouse | Betzalel,"Bethlehem 3, Tel-Aviv",9,32.0709057,34.7710848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Roladin | Ibn Gabirol,"Stone Gvirol 24, Tel-Aviv",8.8,32.087631,34.782349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Hummus Eliyahu | Sarona,"Champion Klman Magen 5, Tel Aviv, Tel-Aviv",8.4,32.070732,34.786781,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Landwer | Central Park,"Battles 7 Tel Aviv, Tel-Aviv",9,,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Falafel Ben Hur | Washington,"Washington Boulevard 32 Tel Aviv, Tel-Aviv",8.8,32.055,34.7693968,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
272,Falafel Gina | Shoken,"Shocken 22, Tel Aviv, Tel-Aviv",8.2,32.0524237,34.7721041,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Vaniglia | Givatayim,"Via Yitzhak Rabin 53 Givatayim, Tel-Aviv",9.2,32.072176,34.808871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,Rothschilda | Rothschild Boulevard,"Cedcence Ruftld 82, Tel Aviv, Tel-Aviv",8.4,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Golda | Ramat Aviv,"Rodanski 5, Tel-Aviv",8.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,Golda | Ramat Gan,"Jerusalem Boulevard 3 Ramat Gan, Tel-Aviv",9,32.0872728,34.8304046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,Sulica | Shuster,"Dad Ahimair 19, Tel-Aviv",8.2,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Golda | Jaffa,"Immigrants Zion 9, Tel-Aviv",9.2,32.0957904,34.7739195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,Anita | Shabazi,"Shabazi 40, Tel-Aviv",9.2,32.062663,34.7664528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Hummus Eliyahu | Ayalon Mall,"Dad Hillel 301, Ramat Gan, Tel-Aviv",8.6,32.080045,34.822585,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Golda Kosher | Ayalon Mall,"Dad Hillel 301, Ramat Gan, Tel-Aviv",9.2,32.080045,34.822585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,Golda Kosher | Yad Eliyahu,"Moshe Dayan 2, Tel-Aviv",8.6,32.047187,34.799156,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,Roladin | Oppenheimer,"Oppenheimer 11, Tel-Aviv",9,32.1199719,34.7997352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Golda | Levinsky,"Levinsky 45, Tel-Aviv",8.6,32.0598528,34.772212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,Vaniglia | Mikado Center,"Aharon Becker Street 8, Tel Aviv, Tel-Aviv",9.2,32.1228763,34.8165324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,Golda | TLV Port,"Port Market 18, Tel Aviv, Tel-Aviv",8.6,32.0987139,34.7740865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,Golda | Suzan Dalall,"Yehieli 9, Tel-Aviv",9,32.060739,34.765093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,Otello | Herzl,"Herzel 12, Tel-Aviv",8.8,32.062363,34.7699654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
289,Anita | Florentine,"Florentine St. 3, Tel-Aviv",9,32.0563025,34.7674507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,Aroma | Givatayim,"Shimon Ben Zvi 12 Givatayim, Tel-Aviv",9,32.067407,34.810759,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Roladin | Azorei Hen,"Uri Zvi Greenberg 25, Tel Aviv, Tel-Aviv",9.6,32.1307046,34.7922211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Landwer | Ayalon Mall,"Dad Hillel Silver 301, Ramat Gan, Tel-Aviv",8.2,32.1003558,34.8267131,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
293,Otello | Givatayim,"Katznelson 63, Givatayim, Tel-Aviv",9,32.0754087,34.808214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Coffee Station | BSR,"Masada 7, Bnei Brak, Tel-Aviv",9,32.093684,34.8245878,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
295,Landwer | Florentin,"Abarbanel 72, Tel-Aviv",8,32.0555878,34.7666672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
296,Shi-Shi | ??-??,"Ibn Gvirol 33, Tel-Aviv",8.8,32.0752372,34.7815101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
297,Taqueria,This is a virtual venue,8.6,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Café Noir,"One of the people 43, Tel-Aviv",7.8,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,MeatBar Burger | Dizengoff Square,"Ben Ami 13, Tel Aviv, Tel-Aviv",8.8,32.0781573,34.7738234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Meat Me | TLV,"Allenby 47, Tel Aviv, Tel-Aviv",8.6,32.0703077,34.7703935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
301,Cafe Castel,"Ibn Gvirol 151, Tel Aviv-Jaffa, Tel-Aviv",8.8,32.0906802,34.7826725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Wok Republic | Ben Yehuda,"Ben Yehuda 177 Tel Aviv, Tel-Aviv",7.8,32.0901084,34.7738961,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,PØKÉ | Ibn Gabirol 20,"Gvirol stone 20, Tel-Aviv",8.2,32.087631,34.782349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
304,Bazili.com | Yehuda Maccabi,"Judah Maccabi 53, Tel-Aviv",8.2,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Knafeh El Jamila,"KG Jurgen boat 14, Tel-Aviv",8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,rebar | TLV Port,"Exhibition 3, Tel-Aviv",7.4,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
307,Ze Sushi | Bazel,"Flower Ashroat 14 Tel Aviv, Tel-Aviv",8.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
308,Roll N Roll Sushi | Ramat Gan,This is a virtual venue,8.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
309,FU Sushi,"Jeremiah 32, Tel-Aviv",8.2,32.0947534,34.77678437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
310,Wok Sushi 9,"Yigal Alon 129 Tel Aviv, Tel-Aviv",8,32.0760077,34.7958701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
311,Fleishman | Herzl,"Herzl 12, Tel-Aviv",8.8,32.062363,34.7699654,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
312,Shawarma Shemesh | Bursa,"Tuval 9, Ramat Gan, Tel-Aviv",8.4,32.0874046,34.8038028,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,McDonald's® Bursa Kosher,"Creation 3, Ramat Gan, Tel-Aviv",6.8,32.068424,34.824785,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
314,Amore Mio,"Ibn Gvirol 100, Tel Aviv, Tel-Aviv",9,32.0835373,34.7815637,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,HaSchnitzelia,"Carlebach 10, Tel-Aviv",8,32.0690133,34.7831631,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Wok to Walk | HaHashmonaim,"Hasmoneans 86 Tel Aviv, Tel-Aviv",7.6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Lilush Burekas 26,"Bograshov 26, Tel Aviv, Tel-Aviv",8,32.0767005,34.7697204,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Etzel Menash,"Katznelson 67, Givatayim, Tel-Aviv",8.6,32.075461,34.8087958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Pita Dizengoff,"Dizengoff 112, Tel Aviv, Tel-Aviv",7.2,32.0804275,34.7739779,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Mifgash Gruner,"Jabutinsky 127 Ramat Gan, Tel-Aviv",8,32.0897701,34.8185979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,Rama Pizza Bar,"King George 38 Tel Aviv, Tel-Aviv",8.6,32.0728872,34.7749687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Nurman,"Hasmoneanim 96c, Tel-Aviv",8.6,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Street Kitchen,"Creator 26 Ramat Gan, Tel-Aviv",8.6,32.068424,34.824785,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,America Burgers ????,"Allenby 112, Tel-Aviv",8.6,32.0641166,34.7725579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Red Meat | Nachalat Binyamin,"Nahalat Benjamin 75 Tel Aviv, Tel-Aviv",7.2,32.062041,34.7723573,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,HERZOG ??,"Ibn Gvirol 48, Tel-Aviv",8.6,32.0773207,34.7815264,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Wolfnights,"Yehuda Maccabi 53 Tel Aviv, Tel-Aviv",8.2,32.0939229,34.7906881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Magic Burger | Tel Aviv,"Ibn Gvirol 64, Tel Aviv, Tel-Aviv",8.6,32.0798565,34.7815729,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
