order_id,rest_id,name,description,price,items_id
1.97787E+38,559,Double McFish Meal,"2 McFish in a bun with cheese, premium lettuce, tomato, red onion, pickle slices, and mayonnaise sauce The meal is served with an XL french fries and 520 ml drink",56,39
1.10829E+38,283,BLACK COOKIE CREAM ps,"Chocolate brownies, cream cheese cream, OREO cookies and white chocolate milkshakes  milky  contains foreign milk powder",65,3
1.10829E+38,283,Cheese mousse crumbs,Crispy dough butter cream cheese and almond streusel  dairy,65,1
1.02109E+38,536,Veggie Dim Sum ,"2 Dumplings with Shitakii Mushrooms, one Sweet-Potato Dumpling, one Spinach Dumplings . served with Roasted Sesame on top",32,7
1.02109E+38,536,Tofu Bun ,"Two Steamed Buns with Fried Panko-covered Tofu, with Japanese Tahini and Coriander. served with Kimchi and Chilli sauce",46,8
1.02109E+38,536,Charlies' Angels,"Spicy Red Tuna, Cucumber and Avocado, topped with Salmon, Tuna and Sea-bream",54,35
1.83895E+38,375,New! Double McRoyal Onion Rings Meal,"2 Patties in a bun with premium lettuce, tomato, red onion, pickle slices, onion rings and Royal sauce The meal is served with an XL french fries and 520 ml drink",69,6
1.83895E+38,375,MiniRoyal Gluten free,"Kids Burger in a gluten free bun with premium lettuce, tomato, red onion, pickle slices, and Royal sauce",13,51
5.56453E+37,503,Malka Blonde,"0,33",29,61
5.56453E+37,503,Combo comforting,"Verniki potatoes, served with sour cream on the side + borscht soup with sour cream on the side and country bread",99,27
5.56453E+37,503,Grilled Shrimp,Served with cold lemon sauce,87,50
3.44353E+37,374,Vegan Som Tam ,"Green papaya, tomatoes, Thai beans, garlic, Thai chili, lime, peanuts, soy sauce and tamarind",42,6
3.44353E+37,374,Soda Chang,"0,325 ml",12,22
3.44353E+37,374,Som Tam Corn????,"Sweet fresh corn, tomatoes, Thai beans, garlic, Thai chilli, lime, peanuts, horse fish and tamarind",44,10
2.36933E+38,571,Write Something For a Friend ,You are welcome to write in the summary of the order in the comments to the restaurant somthing to your friend and we will add it to the order,0,1
2.36933E+38,571,"Yogurt 0,5 Kg",Choose up to 6 toppings,66,8
3.00427E+38,650,mineral water,0.5,10,24
3.00427E+38,650,Prigat Grapes - glass bottle,"0,33",12,19
3.00427E+38,650,Schweppes Ginger Ale,"0,25",14,28
3.00427E+38,650,Sparkling Water,"0,25",12,27
3.00427E+38,650,Fettuccine pesto,"Homemade pesto, cherry tomatoes",64,8
1.75625E+38,422,Large sweet potato soup,"Sweet potato with coconut milk, onion, garlic and ginger, garnished with touches of green onion",39,23
1.75625E+38,422,Free-style Jaffa,"Self-assembled king size sushi roll with black sesame seeds - choose vegetables, one main ingredient, two sauces and crunchy toppings",59,10
1.75625E+38,422,Norwegian Poke Ball,"Grilled Salmon in Asian marinade, rice (possible to change), carot, white cabbage, sprouts, green beans, beet, lettuce, spring onion, and pickled ginger. We recommend to choose basil aioli and soy sauces.",57,14
3.15521E+38,314,"Sauvignon Blanc, Egorant Frog, Paul Mas",100% Sauvignon Blanc. 750 ml,125,76
8.32087E+37,237,Fried Platter,"Goat cheese pancakes, fried mushrooms, fried cauliflower and onion rings",75,8
8.32087E+37,237,Garlic bread,"Pastry in garlic butter, basil and hyssop. Choose a size",27,2
2.93612E+38,764,Zucchini chips,"Zucchini chips in tempura batter, served on sour cream aioli sour cream",35,5
2.93612E+38,764,Double Cheese Burger,"Juicy beef patty 220 g served with homemade aioli, lettuce, onion, tomato and double cheddar",63,8
2.93612E+38,764,Freya - small,"0,33",14,14
1.28169E+37,498,Crispy Salmon,"Tempura-fried salmon, avocado and cucumber, wrapped with sweet potato and panko chips",50,49
3.22187E+38,77,Carcada,Cold and sweet hibiscus infusion,14,22
3.22187E+38,77,Chicken Breast in Lemongrass Marinade,"Fresh grilled chicken breast, marinated in homegrown lemongrass. Served with rice and salad",65,10
3.22187E+38,77,Steamed St. Peter's Fish,"Soy steamed St. Peter's fish filet, ginger, vegetables, green onion. Served with rice and salad. Light and balanced meal",75,15
1.73461E+38,820,Hawaii Pizza,"Tomato sauce, yellow cheese, mozzarella, bacon, pineapple",94,8
1.73461E+38,820,??Double Pizza Dog ??,2 pieces of veal sausage wrapped in our pizza dough.  Served with ketchup and mustard,42,11
1.73461E+38,820,San Benedetto Mineral Water,"0,5",8,18
1.73461E+38,820,Hawaii Pizza,"Tomato sauce, yellow cheese, mozzarella, bacon, pineapple",94,8
1.53599E+38,693,Vegan Apple Strudel,"Classic apple strudel with sour green apple, cinnamon and sugar",35,9
1.53599E+38,693,Linzer Torte cake ,"Spicy dough with ground hazelnuts, cloves and cardamom and over homemade red currant jam",140,17
2.99365E+37,408,Coke Zero ,"0,33",10,56
2.99365E+37,408,Bacon Cheese Dog Combo,"All beef 9"" stretch dog, bacon & cheddar cheese sauce on a soft steamed bun served with classic fries and choice of soft drink",79,16
2.99365E+37,408,Sweet And Sour Wings Meal,Fried wing halves and sautéed in a sweet and sour sauce. Select the portion size,59,35
3.12605E+38,553,Spicy Tuna Spicy Maki,"Tuna dipped in togarashi, avocado, cucumber, carrot, chives, and tempura chips on top | 8 pcs",44,79
3.12605E+38,553,Salmon Hosomaki,8 pcs,26,61
3.12605E+38,553,Spicy Salmon Roll Spicy Maki,Salmon seasoned with lemongrass and tugrashi wrapped in salmon and tuna 8 pcs,54,11
2.70547E+38,437,Pizza Bianca,"Mozzarella, zucchini, green onions, wild mushrooms, fresh basil, parmesan, olive oil and oreganoServed with green sauce and hot pepper on the side",65,3
2.70547E+38,437,Vegan Pizza - Parve ,"Tomato sauce, olive oil, fresh basil, 100% Adika's cashew cheese, and oreganoServed with green sauce and hot peppers on the side",65,5
2.70547E+38,437,Cola Zero,"1,5",14,15
2.70547E+38,437,Gluten Free Pizza - 30 cm In Diameter,"You can make this pizza vegan too Almond and tapioca dough, tomato sauce, Parmesan, olive oil, fresh basil, and oreganoServed with green sauce and hot peppers on the side",60,7
2.70547E+38,437,Gluten Free Pizza - 30 cm In Diameter,"You can make this pizza vegan too Almond and tapioca dough, tomato sauce, Parmesan, olive oil, fresh basil, and oreganoServed with green sauce and hot peppers on the side",60,7
9.673E+37,505,health salad,"Mix lettuce, black lentils, burgul, cucumbers, celery, beetroot strips, green apple, cranberries with lemon seasoning and tahini",49,52
9.673E+37,505,Large Pizza,Thin family Margherita pizza with fine tomato sauce and a quality cheese mixture30 cm,75,3
2.3771E+38,426,Salmon Ring  ,"Sushi rice topped with fried salmon in a tempura and a mixture of avocado, onion, red chili, sesame and lemon",42,25
2.3771E+38,426,Spicy Sea-bream,"Spicy Sea-bream Tartar, Avocado and Cucumber with Roasted Sesame on top",42,22
2.3771E+38,426,Tamaguchi,"Tamago, Tofu Cream, Avocado and Cucumber, Covered with Sesame",37,18
2.3771E+38,426,Mama San,"Spicy Red Tuna, Avocado and Cucumber with Roasted Sesame on top",42,20
2.3771E+38,426,Grapefruit Juice,"0,33",15,90
7.65253E+37,594,Mango Juice,0.33,12,90
7.65253E+37,594,Merlot,"Red dry wine0,75",89,97

